Site name,Site code,Date ,Date (formatted),Month,Year,Season,Lattitude,Longitude,Time,T-C,DO mgO2/l,Sal ppt,pH,Turbidity NTU,Conductivity uS/cm,TDS mg/l,NO3-N mgN/l,NO2-N mgN/l,NH4-N mgN/l,Ntot mgN/l,SRP - PO4-P mgP/l,TSP - PO4-P mgP/l,Ptot mgP/l,SiO2 mgSiO2/l,SiO2 mgSi/l,Alkalinity (mol/L),Alkalinity (umol/L),Na(mg/l),Mg (mg/l),K (mg/l),Ca (mg/l),Cl-(mg/l),SO4 (mg/l),Fucoxanthin nmol/L,Violaxanthin nmol/L,Diadinoxanthin nmol/L,Diatoxanthin nmol/L,Lutein nmol/L,Zeaxanthin nmol/L,Canthaxanthin nmol/L,Chl a nmol/L,Chl a'1 nmol/L,Chl a'2 nmol/L,
Phung dam,D1,04/01/2019,04/01/2019,1,2019,DRY,21.0752,105.6451,7h15,17.66,3.02,0.25,6.4,19.5,489.4,0.3131,0.99,0.095,0.219,1.88,0.014,0.014,0.077,20.593,9.61,4.75,4750,8.045,17.76,4.821,65.6,5.325,5.332,1.148,0.092,0,0.08,0.465,0.151,0,3.188,0.879,0.64
Phung dam,D1,15/02/2019,15/02/2019,2,2019,DRY,21.0752,105.6451,7h20,22.62,1.15,0.24,6.15,25.7,478.2,0.3068,0.553,0.097,0.607,2.48,0.014,0.05,0.119,14.754,6.885,4.5,4500,8.941,25.44,6.083,60,15.325,9.809,0.719,0.087,0,0.569,0.512,0.656,0.071,3.633,0.584,0.887
Phung dam,D1,05/03/2019,05/03/2019,3,2019,DRY,21.0752,105.6451,8h45,23.97,4.85,0.24,6.7,25.2,473.1,0.3025,0.914,0.054,0.21,1.62,0.014,0.044,0.11,13.884,6.479,4.35,4350,7.849,28.24,7.703,57.6,19.525,9.323,2.138,0.546,0,0.229,1.824,1.156,0.131,25.505,4.383,3.25
Phung dam,D1,11/04/2019,11/04/2019,4,2019,DRY,21.0752,105.6451,6h35,28.42,3.58,0.21,6.73,20.9,412.1,0.2639,0.535,0.15,0.239,1.36,0.05,0.085,0.172,11.956,5.579,3.8,3800,7.822,14.4,8.571,50.4,19.525,7.872,1.379,0.676,0,0.319,2.058,1.074,0.514,14.764,2.896,1.671
Phung dam,D1,15/05/2019,15/05/2019,5,2019,DRY,21.0752,105.6451,6h30,27.8,0.6,0.21,6.4,18.7,416.5,0.2671,0.344,0.197,0.777,1.62,0.11,0.16,0.263,13.548,6.322,3.65,3650,9.62,14.4,8.257,49.6,17.75,6.265,1.135,0.209,0,0.043,1.062,0.747,0.045,9.234,1.345,0.809
Phung dam,D1,21/06/2019,21/06/2019,6,2019,DRY,21.0752,105.6451,,31.24,1.06,0.15,6.78,13.8,310.5,0.1987,0.09,0.012,0.126,0.74,0.05,0.102,0.176,12.226,5.705,2.65,2650,9.119,11.52,8.042,35.2,17.75,9.64,0.647,0.147,0,0.108,0.652,0.587,0.053,3.65,0.976,0.79
Phung dam,D1,09/07/2019,09/07/2019,7,2019,DRY,21.0752,105.6451,6h50,31.4,1.31,0.15,6.65,78.7,302.6,0.1937,,,,2.1,0.075,0.123,0.256,12.756,5.953,2.6,2600,,9.6,,35.2,15.975,7.917,1.481,0.422,1.256,0.132,1.677,2.154,0.092,18.521,2.999,2.038
Phung dam,D1,07/08/2019,07/08/2019,8,2019,DRY,21.0752,105.6451,6h30,29.47,1.47,0.14,6.55,42.7,283.5,0.1812,,,,3.5,,,,12.26,5.721,2.45,2450,,9.6,,32,12.425,12.704,,,,,,,,,,
Phung dam,D1,06/09/2019,06/09/2019,9,2019,DRY,21.0752,105.6451,7h05,29.47,1.6,0.11,6.53,21.2,230.3,0.148,,,,2.42,,,,10.357,4.833,2.1,2100,,7.2,,28.8,10.65,8.047,,,,,,,,,,
Phung dam,D1,11/10/2019,11/10/2019,10,2019,DRY,21.0752,105.6451,6h45,26.5,1.99,0.23,6.5,17,458.7,0.2936,,,,3.36,,,,19.843,9.26,4.05,4050,,15.36,,56,15.975,7.379,,,,,,,,,,
Phung dam,D1,11/11/2019,11/11/2019,11,2019,DRY,21.0752,105.6451,6h35,23.83,2.65,0.28,6.45,25.3,541.5,0.3463,,,,2.52,,,,,,,,,,,,,,,,,,,,,,,
Phung dam,D1,06/12/2019,06/12/2019,12,2019,DRY,21.0752,105.6451,7h48,20.61,4.02,0.28,6.45,22.7,550,0.3524,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phung dam,D1,10/01/2020,10/01/2020,1,2020,DRY,21.0752,105.6451,7h20,22.51,1.25,0.29,6.41,14.5,568.7,0.3648,,,,,,,,,,,,,,,,,,,,,,,,,,,
Do Muoi,D10,06/02/2018,06/02/2018,2,2018,DRY,20.142,106.166,9h30,17.72,7.48,0.08,7.71,101.6,173.5,0.1105,0.612,0.27,0.014,1.4,0.016,0.017,0.15,4.819,2.249,1.8,1800,3.608,4.32,1.411,26.4,7.1,5.908,,,,,,,,,,
Do Muoi,D10,06/03/2018,06/03/2018,3,2018,DRY,20.142,106.166,,22.44,6.43,0.1,7.53,62.7,219,0.1401,1.04,0.105,0.014,1.4,0.027,0.051,0.085,9.415,4.394,1.8,1800,5.581,8.64,2.588,28.8,10.65,9.693,,,,,,,,,,
Do Muoi,D10,04/04/2018,04/04/2018,4,2018,DRY,20.142,106.166,9h30,23.55,6.11,0.09,7.34,67.5,189.4,0.121,0.834,0.004,0.014,1.2,0.022,0.038,0.116,10.249,4.783,1.75,1750,7.143,5.28,1.576,28,8.88,7.204,,,,,,,,,,
Do Muoi,D10,16/05/2018,16/05/2018,5,2018,WET,20.142,106.166,16h20,29.06,5.33,0.09,7.18,64.9,198.5,0.1273,0.907,0.038,0.014,1.38,0.023,0.052,0.109,6.381,2.978,1.65,1650,7.304,4.8,2.509,27.2,12.425,5.872,,,,,,,,,,
Do Muoi,D10,05/06/2018,05/06/2018,6,2018,WET,20.142,106.166,8h50,28.95,5.12,0.09,7.13,137.9,195.8,0.1261,0.403,0.004,0.014,0.62,0.014,0.014,0.216,8.317,3.881,1.6,1600,7.628,6.72,2.062,26.4,10.65,8.488,1.658,0.05,0,0.059,0.644,0,0,3.66,1.467,0.29
Do Muoi,D10,10/07/2018,10/07/2018,7,2018,WET,20.142,106.166,8h45,29.28,5.02,0.09,7.39,56.2,195.2,0.1247,0.558,0.081,0.014,1.06,0.014,0.048,0.1,9.069,4.232,1.65,1650,8.493,4.8,2.182,28,8.875,7.402,4.188,0,0,0.324,1.171,0,0,0.317,4.89,0.114
Do Muoi,D10,07/08/2018,07/08/2018,8,2018,WET,20.142,106.166,9h0,28.57,3.32,0.09,7.14,73.3,193,0.1236,1.125,0.106,0.014,1.78,0.014,0.014,0.132,9.436,4.403,1.7,1700,3.618,5.76,2.727,28.8,8.88,10.107,0.724,0.051,0.133,0,0.416,0,0,2.661,0.807,0.29
Do Muoi,D10,05/09/2018,05/09/2018,9,2018,WET,20.142,106.166,9h45,28.69,3.75,0.07,6.89,151,168.5,0.1082,1.029,0.167,0.014,1.68,0.022,0.037,0.202,9.412,4.392,1.6,1600,6,4.8,2.829,25.6,8.875,6.797,0.837,0.129,0.319,0,0.857,0,0,4.994,0.859,0.638
Do Muoi,D10,10/10/2018,10/10/2018,10,2018,DRY,20.142,106.166,9h20,27.88,4.73,0.09,6.94,570,203.6,0.1307,1.39,0.015,0.014,1.68,0.023,0.044,0.5,10.404,4.855,1.75,1750,7.989,6.24,2.727,28.8,10.65,9.302,0.472,0.068,0.223,0,0.56,0,0,2.36,0.406,0.426
Do Muoi,D10,04/11/2018,04/11/2018,11,2018,DRY,20.142,106.166,8h50,25.96,4.75,0.09,6.62,47.3,190.6,0.1225,1.047,0.061,0.014,1.42,0.014,0.014,0.08,10.269,4.792,1.7,1700,5.956,7.2,3.932,26.4,8.88,9.704,0.945,0.05,0,0.076,0.508,0.346,0,2.122,0.79,0.359
Do Muoi,D10,10/12/2018,10/12/2018,12,2018,DRY,20.142,106.166,8h40,22.77,6.65,0.09,7.2,142.5,202.4,0.1295,0.96,0.04,0.014,1.34,0.014,0.014,0.085,10.801,5.04,1.75,1750,5.692,6.72,3.525,28.8,8.88,7.331,0.679,0.031,0,0,0.149,0.131,0,1.827,0.951,0.291
Do Muoi,D10,03/01/2019,03/01/2019,1,2019,DRY,20.142,106.166,8h50,18.16,5.2,4.21,6.42,38.4,754.6,4.828,1.262,0.007,0.014,1.42,0.014,0.014,0.023,9.389,4.382,2,2000,932.53,141.6,59.286,80,2201,273.571,0.756,0,0,0,0.105,0.103,0,1.019,0.615,0.187
Do Muoi,D10,14/02/2019,14/02/2019,2,2019,DRY,20.142,106.166,8h40,23.11,6.71,0.42,6.72,20.9,836.7,0.5229,1.153,0.042,0.014,2.2,0.014,0.014,0.123,8.071,3.766,1.8,1800,173.207,16.8,7.333,33.6,159.75,35.471,0.423,0,0,0,0.041,0.034,0,0.519,0.332,0.099
Do Muoi,D10,06/03/2019,06/03/2019,3,2019,DRY,20.142,106.166,8h30,23.71,5.21,0.13,6.33,50.8,269.2,0.171,1.193,0.077,0.014,1.68,0.014,0.047,0.101,9.976,4.655,1.85,1850,12.096,9.6,3.52,30.4,19.525,13.856,1.094,0.028,0.171,0,0.058,0.121,0,1.437,0.693,0.387
Do Muoi,D10,10/04/2019,10/04/2019,4,2019,DRY,20.142,106.166,10h20,25.53,4.92,0.1,6.4,71.9,218.5,0.1392,1.202,0.004,0.014,1.42,0.014,0.014,0.139,8.014,3.74,1.85,1850,7.03,7.68,1.905,28.8,10.65,7.636,1.283,0.05,0,0,0.437,0.169,0,3.309,1.535,0.672
Do Muoi,D10,14/05/2019,14/05/2019,5,2019,DRY,20.142,106.166,8h30,26.67,4.72,0.09,6.5,43.8,206,0.1323,0.885,0.029,0.142,1.32,0.014,0.014,0.072,9.055,4.226,1.9,1900,5.25,7.2,3.6,28,8.88,8.628,2.208,0.097,0,0.082,0.483,0.243,0,6.797,1.768,0.858
Do Muoi,D10,12/06/2019,21/06/2019,6,2019,DRY,20.142,106.166,8h35,30.04,2.28,0.09,7.29,49.3,206.3,0.132,0.909,0.008,0.014,1.34,0.014,0.034,0.078,8.246,3.848,1.8,1800,6.428,5.76,3.586,28.8,8.88,7.233,0.707,0.045,0,0,0.202,0.169,0,2.713,0.681,0.578
Do Muoi,D10,08/07/2019,08/07/2019,7,2019,DRY,20.142,106.166,10h15,30.7,4.49,0.09,7.15,41.2,196.8,0.1256,,,,1.42,0.014,0.014,0.087,9.539,4.452,1.7,1700,,5.28,,29.6,8.88,7.44,0.779,0.061,0.17,0,0.216,0.296,0,3.726,0.817,0.887
Do Muoi,D10,06/08/2019,06/08/2019,8,2019,DRY,20.142,106.166,13h,28.45,4.65,0.09,7.01,123.2,200.8,0.1285,,,,1.82,,,,8.945,4.174,1.65,1650,,6.24,,27.2,10.65,14.017,0.35,0.034,0.091,0,0.15,0.149,0,2.249,0.342,0.306
Do Muoi,D10,05/09/2019,05/09/2019,9,2019,DRY,20.142,106.166,12h40,28.96,4.7,0.09,6.89,208.6,197.1,0.1255,,,,1.48,,,,7.991,3.729,1.5,1500,,6.24,,26.4,10.65,13.919,,,,,,,,,,
Do Muoi,D10,10/10/2019,10/10/2019,10,2019,DRY,20.142,106.166,12h50,28.84,4.1,0.11,6.92,42.6,234,0.1492,,,,3.08,,,,8.577,4.003,1.8,1800,,6.24,,29.6,10.65,12.556,,,,,,,,,,
Do Muoi,D10,12/11/2019,12/11/2019,11,2019,DRY,20.142,106.166,13h10,25.62,6.01,3.01,6.55,33.2,5480,3.497,,,,2.24,,,,,,,,,,,,,,,,,,,,,,,
Do Muoi,D10,05/12/2019,05/12/2019,12,2019,DRY,20.142,106.166,13h18,22.2,4.85,0.23,6.95,310.7,458.5,0.2946,,,,,,,,,,,,,,,,,,,,,,,,,,,
Do Muoi,D10,09/01/2020,09/01/2020,1,2020,DRY,20.142,106.166,13h0,23.37,3.6,6.79,6.65,56.6,11866,7.586,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cua Day,D11,06/02/2018,06/02/2018,2,2018,DRY,19.928,106.103,10h50,16.65,7.18,9.51,7.73,143,16348,10.45,0.447,0.14,0.014,1.05,0.03,0.051,0.198,7.646,3.568,1.9,1900,3137.255,316.8,123.529,96,4668.25,459.5,,,,,,,,,,
Cua Day,D11,06/03/2018,06/03/2018,3,2018,DRY,19.928,106.103,,24.64,5.62,3.07,7.14,1813,5566,3.575,1.092,0.144,0.014,1.4,0.036,0.088,1.124,9.394,4.384,2.2,2200,888.889,97.44,54,53.6,1473.25,116.35,,,,,,,,,,
Cua Day,D11,04/04/2018,04/04/2018,4,2018,DRY,19.928,106.103,10h50,29.83,5.37,0.06,7.44,,42.9,0.0275,0.414,0.061,0.014,1.08,0.038,0.057,2.487,17.329,8.087,2.4,2400,1982.143,182.4,59.288,80,2777.875,398.82,,,,,,,,,,
Cua Day,D11,16/05/2018,16/05/2018,5,2018,WET,19.928,106.103,14h50,31.15,4.88,5.02,7.09,10376,8933,5.717,0.897,0.084,0.014,1.48,0.048,0.063,0.202,10.727,5.006,1.95,1950,2880.435,168,60.227,80,2609.25,378.375,,,,,,,,,,
Cua Day,D11,05/06/2018,05/06/2018,6,2018,WET,19.928,106.103,11h15,30,4.13,5.51,6.99,127,9746,6.23,1.016,0.034,0.014,1.52,0.014,0.014,0.199,6.699,3.126,2.05,2050,1918.605,194.4,75,80,1384.5,384.4,1.869,0.043,0,0.09,0.698,0,0,2.889,1.115,0.531
Cua Day,D11,10/07/2018,10/07/2018,7,2018,WET,19.928,106.103,9h50,28.92,4.56,2.3,7.16,47,4197,2.69,0.782,0.027,0.014,1.2,0.015,0.041,0.067,8.741,4.079,1.8,1800,610.9,79.2,32.88,48,1100.56,112.37,4.119,0,0,0.482,1.29,0,0.884,1.17,5.191,0.29
Cua Day,D11,07/08/2018,07/08/2018,8,2018,WET,19.928,106.103,10h20,30.44,3.02,0.18,7.05,88,363.6,0.2327,0.859,0.135,0.014,1.52,0.014,0.014,0.09,8.544,3.987,1.85,1850,28.18,8.64,4.667,30.4,47.925,20.488,0.658,0,0,0,0.398,0,0,2.668,0.657,0.511
Cua Day,D11,05/09/2018,05/09/2018,9,2018,WET,19.928,106.103,11h50,29.58,3.35,0.15,6.96,120.8,327.9,0.207,0.99,0.174,0.014,1.72,0.014,0.038,0.141,8.87,4.139,1.5,1500,32.237,7.68,3.75,25.6,44.375,14.011,1.486,0.223,0.631,0,1.427,0,0,9.018,1.475,1.192
Cua Day,D11,10/10/2018,10/10/2018,10,2018,DRY,19.928,106.103,10h40,26.84,5.28,1.21,6.91,580,2257,1.444,1.074,0.008,0.014,1.52,0.02,0.051,0.403,9.717,4.535,1.8,1800,545.454,42.24,16.67,37.6,559.125,75.274,0.929,0.16,0.379,0,0.89,0,0,5.37,0.712,0.732
Cua Day,D11,04/11/2018,04/11/2018,11,2018,DRY,19.928,106.103,10h05,26.84,5.4,0.67,6.75,38.5,1270,0.8112,1.145,0.028,0.014,1.38,0.014,0.051,0.108,10.076,4.702,1.95,1950,206.593,26.88,11.116,33.6,319.5,37.878,0.863,0.072,0,0.068,0.534,0.489,0,1.98,0.426,0.302
Cua Day,D11,10/12/2018,10/12/2018,12,2018,DRY,19.928,106.103,10h,21.76,6.2,,7.43,94.2,,,0.267,0.025,0.014,0.98,0.014,0.014,0.094,7.518,3.508,2.1,2100,261.538,858,282.439,370,12868.75,2113,1.237,0,0,0.053,0.107,0.128,0,0.367,0.944,0.16
Cua Day,D11,03/01/2019,03/01/2019,1,2019,DRY,19.928,106.103,9h55,16.78,5.84,13.97,6.35,45.9,23118,14.75,1.129,0.007,0.014,1.38,0.014,0.014,0.049,6.837,3.191,2.05,2050,3710.843,499.2,196.428,168,7455,897.259,1.298,0,0,0,0.03,0.033,0,1.118,0.468,0.257
Cua Day,D11,14/02/2019,14/02/2019,2,2019,DRY,19.928,106.103,9h50,23.77,4.53,4.37,6.05,156.3,7820,5.007,0.782,0.026,0.014,1.54,0.014,0.014,0.014,7.929,3.7,2,2000,1058.823,146.4,70,80,2183.25,225.501,0.3,0,0,0,0,0,0,0,0.426,0
Cua Day,D11,06/03/2019,06/03/2019,3,2019,DRY,19.928,106.103,9h35,24.08,5.75,10.01,6.5,50.7,17481,11.3,0.749,0.339,0.051,1.68,0.014,0.084,0.131,7.125,3.325,1.95,1950,2294.117,331.2,110,128,5129.75,644.253,0.565,0,0,0,0.107,0.18,0,0.358,0.452,0.074
Cua Day,D11,10/04/2019,10/04/2019,4,2019,DRY,19.928,106.103,11h125,28.55,3.3,0.77,6.49,130.5,1460,0.9351,1.989,0.025,0.227,2.38,0.034,0.045,0.187,8.416,3.927,2.2,2200,171.515,25.44,11.905,27.6,307.075,37.503,0.345,0,0,0,0.359,0.085,0,1.223,0.621,0.225
Cua Day,D11,14/05/2019,14/05/2019,5,2019,DRY,19.928,106.103,9h35,32.68,3.72,2.43,6.63,1835,4446,2.842,0.739,0.058,0.333,1.4,0.014,0.05,1.763,8.806,4.109,2.1,2100,545.625,79.2,33.927,52,1118.25,114.874,3.54,0.162,0,0.039,0.886,0.32,0,12.475,2.632,1.039
Cua Day,D11,12/06/2019,21/06/2019,6,2019,DRY,19.928,106.103,10h,32.96,2.21,1.38,7.13,92.9,2556,1.633,0.769,0.036,0.075,1.38,0.014,0.034,0.078,8.433,3.935,1.85,1850,523.809,46.56,18.881,40,639,257.046,4.42,0,0,0.674,1.006,0.834,0.327,5.358,1.727,1.055
Cua Day,D11,08/07/2019,08/07/2019,7,2019,DRY,19.928,106.103,11h30,34.58,3.98,1.46,7.45,2459,2717,1.7838,,,,1.38,0.014,0.049,1.663,9.949,4.643,2.1,2100,,48.48,,41.6,647.875,97.951,1.108,0.159,0.275,0,0.622,1.301,0,3.429,1.804,0.762
Cua Day,D11,06/08/2019,06/08/2019,8,2019,DRY,19.928,106.103,10h40,34.49,2.95,1.1,6.75,157.6,2059,1.318,,,,2.1,,,,9.776,4.562,2.25,2250,,33.12,,41.6,452.625,59.822,2.815,0,0,0.416,1.078,1.151,0,3.479,2.395,0.542
Cua Day,D11,05/09/2019,05/09/2019,9,2019,DRY,19.928,106.103,10h45,29.4,4.15,0.4,6.75,48.7,770.5,0.493,,,,1.42,,,,7.879,3.677,1.8,1800,,14.4,,33.6,147.325,35.844,,,,,,,,,,
Cua Day,D11,10/10/2019,10/10/2019,10,2019,DRY,19.928,106.103,10h45,29.24,4.13,2.24,6.47,57.8,4119,2.633,,,,2.24,,,,7.666,3.577,1.8,1800,,72.96,,46.4,1029.5,143.279,,,,,,,,,,
Cua Day,D11,12/11/2019,12/11/2019,11,2019,DRY,19.928,106.103,10h45,25.39,4.01,8.83,6.57,17.1,15186,9.725,,,,1.96,,,,,,,0,,,,,,,,,,,,,,,,
Cua Day,D11,05/12/2019,05/12/2019,12,2019,DRY,19.928,106.103,11h00,20.65,5.1,9.24,6.25,150.2,15989,10.37,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Cua Day,D11,09/01/2020,09/01/2020,1,2020,DRY,19.928,106.103,11h00,26.02,1.92,22.97,6.5,69.2,36360,23.26,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Mai Linh bridge,D2,07/02/2018,07/02/2018,2,2018,DRY,20.9365,105.7271,9h26,16.2,0.8,0.31,7.05,246,599,0.3831,0.03,0.016,3.922,4.55,1.259,1.509,2.163,16.63,7.761,4.95,4950,27.907,12.96,19.412,48,53.25,6.206,,,,,,,,,,
Mai Linh bridge,D2,07/03/2018,07/03/2018,3,2018,DRY,20.9365,105.7271,,26.13,2.11,0.24,7.23,25.5,467.9,0.2938,0.037,0.04,3.792,4.55,0.36,0.397,0.776,8.978,4.19,1.85,1850,18.954,8.64,12.941,38.4,31.95,33.212,,,,,,,,,,
Mai Linh bridge,D2,05/04/2018,05/04/2018,4,2018,DRY,20.9365,105.7271,9h10,25.51,1.13,0.3,7.73,67.8,585.4,0.3741,0.101,0.007,3.366,4.48,1.117,1.131,1.427,11.417,5.328,4.15,4150,37.738,9.6,11.981,44.8,42.6,23.073,,,,,,,,,,
Mai Linh bridge,D2,15/05/2018,15/05/2018,5,2018,WET,20.9365,105.7271,11h,30.58,2.66,0.21,6.85,37.1,411.7,0.2635,0.426,0.368,2.228,4.02,0.246,0.262,0.495,7.705,3.596,2.1,2100,39.783,8.16,7.636,32.8,37.275,32.349,13.518,1.368,3.753,4.638,11.367,0,0.593,0.221,6.115,14.646
Mai Linh bridge,D2,06/06/2018,06/06/2018,6,2018,WET,20.9365,105.7271,8h,30.42,0.91,0.18,6.8,42.1,361.7,0.2314,0.255,0.152,2.528,3.62,0.496,0.567,0.741,8.39,3.915,2.2,2200,27.935,6.72,7.827,28.8,30.175,28.4,2.591,0.273,0,0.436,2.79,0,0.333,1.052,13.401,0.671
Mai Linh bridge,D2,11/07/2018,11/07/2018,7,2018,WET,20.9365,105.7271,8h45,30.55,1.35,0.12,6.99,33.1,247.3,0.1586,0.333,0.091,1.826,2.66,0.116,0.13,0.229,12.625,5.892,2,2000,7.636,6.72,5.647,28.8,14.2,10.581,1.691,0.183,0.721,0.177,1.313,0,0,10.612,2.77,1.698
Mai Linh bridge,D2,08/08/2018,08/08/2018,8,2018,WET,20.9365,105.7271,9h20,30.69,1.9,0.12,6.8,29.5,258.2,0.1655,0.131,0.053,2.343,3.02,0.114,0.187,0.324,8.962,4.182,2,2000,9.973,5.76,8.52,27.2,17.75,13.802,4.468,0.635,3.436,0.632,3.565,0,0.578,38.625,6.991,2.991
Mai Linh bridge,D2,06/09/2018,06/09/2018,9,2018,WET,20.9365,105.7271,9h20,31.05,1.58,0.1,6.64,32.5,217.3,0.1391,0.224,0.093,0.847,1.72,0.055,0.103,0.294,8.941,4.172,1.75,1750,8.947,6.24,6.307,24.8,15.975,7.607,3.025,0.735,4.073,0,2.485,0,0.652,42.817,6.515,2.877
Mai Linh bridge,D2,11/10/2018,11/10/2018,10,2018,DRY,20.9365,105.7271,8h50,26.62,1.01,0.27,6.46,37.5,529.1,0.3382,0.727,0.174,2.559,4.86,0.02,0.037,0.231,15.563,7.263,3.55,3550,30.991,12.48,7.841,50.4,39.05,27.975,1.666,0.227,0,0.318,1.413,0.696,0.475,14.715,2.172,1.438
Mai Linh bridge,D2,05/11/2018,05/11/2018,11,2018,DRY,20.9365,105.7271,9h10,26.72,0.42,0.32,6.95,308.5,615.6,0.3934,0.004,0.018,3.119,4.58,0.209,0.251,1.303,20.99,9.795,4.8,4800,25.275,14.4,11.242,61.6,40.825,21.785,0.257,0.157,0,0.253,1.763,0.964,0.12,4.519,0.479,0.751
Mai Linh bridge,D2,11/12/2018,11/12/2018,12,2018,DRY,20.9365,105.7271,8h25,20.91,0.88,0.48,6.78,98.5,922.7,0.5913,0.03,0.055,6.577,10.88,1.644,2.705,3.913,23.219,10.836,7,7000,57.379,21.6,31.579,69.6,65.575,7.936,0.253,0,0,0.274,3.261,1.588,0,0.424,0,0
